City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Jamestown,US,42.097,-79.2353,60.39,58,90,8.05,overcast clouds
1,Kalmunai,LK,7.4167,81.8167,79.9,80,77,4.43,broken clouds
2,Kanel,SN,15.4916,-13.1763,96.85,24,50,4.23,scattered clouds
3,Belaya Gora,RU,68.5333,146.4167,63.39,34,32,14.47,scattered clouds
4,Yellowknife,CA,62.456,-114.3525,50.32,61,75,3.0,broken clouds
5,Hasaki,JP,35.7333,140.8333,73.18,65,26,12.57,scattered clouds
6,Sibolga,ID,1.7427,98.7792,75.34,89,73,3.24,light rain
7,Kodiak,US,57.79,-152.4072,46.8,82,100,7.27,overcast clouds
8,Hermanus,ZA,-34.4187,19.2345,54.9,74,98,6.08,overcast clouds
9,Avarua,CK,-21.2078,-159.775,78.85,53,47,8.05,scattered clouds
10,Busselton,AU,-33.65,115.3333,51.08,67,92,13.31,overcast clouds
11,Port Alfred,ZA,-33.5906,26.891,57.22,67,97,12.06,overcast clouds
12,Nikolskoye,RU,59.7035,30.7861,39.09,67,10,2.53,clear sky
13,Punta Arenas,CL,-53.15,-70.9167,33.12,74,26,7.18,scattered clouds
14,Geraldton,AU,-28.7667,114.6,55.81,100,75,15.37,broken clouds
15,Cabo San Lucas,MX,22.8909,-109.9124,99.52,28,1,11.5,clear sky
16,Dikson,RU,73.5069,80.5464,30.2,98,100,4.47,snow
17,Hambantota,LK,6.1241,81.1185,79.95,79,100,19.37,overcast clouds
18,Kemijarvi,FI,66.7131,27.4306,45.86,73,100,4.59,overcast clouds
19,Puerto Ayora,EC,-0.7393,-90.3518,74.55,86,19,7.0,few clouds
20,Atuona,PF,-9.8,-139.0333,79.54,64,6,8.86,clear sky
21,Bosaso,SO,11.2842,49.1816,87.44,55,7,2.77,clear sky
22,Fare,PF,-16.7,-151.0167,79.66,75,99,15.86,overcast clouds
23,Pevek,RU,69.7008,170.3133,38.91,68,7,3.06,clear sky
24,Mahebourg,MU,-20.4081,57.7,72.25,83,22,8.52,few clouds
25,Qaanaaq,GL,77.484,-69.3632,31.01,95,100,1.59,overcast clouds
26,Pahrump,US,36.2083,-115.9839,96.51,8,14,8.01,few clouds
27,Castro,BR,-24.7911,-50.0119,56.23,99,100,2.1,overcast clouds
28,Mandiana,GN,10.6333,-8.6833,77.63,76,99,8.16,overcast clouds
29,Gamba,GA,-2.65,10.0,76.12,91,91,7.81,overcast clouds
30,Lashio,MM,22.9333,97.75,68.41,98,100,0.78,overcast clouds
31,Severo-Kurilsk,RU,50.6789,156.125,38.98,97,100,21.07,moderate rain
32,Breves,BR,-1.6822,-50.4803,77.76,85,47,4.74,scattered clouds
33,Tasiilaq,GL,65.6145,-37.6368,37.56,94,100,8.16,overcast clouds
34,Berovo,MK,41.7031,22.8578,46.98,98,100,6.29,overcast clouds
35,Mataura,NZ,-46.1927,168.8643,49.48,98,100,3.47,overcast clouds
36,Rikitea,PF,-23.1203,-134.9692,75.2,68,94,12.06,overcast clouds
37,Kapaa,US,22.0752,-159.319,85.48,69,88,4.0,overcast clouds
38,Saint-Pierre,RE,-21.3393,55.4781,71.28,48,0,11.5,clear sky
39,Butaritari,KI,3.0707,172.7902,83.17,77,80,13.73,broken clouds
40,Golcuv Jenikov,CZ,49.8163,15.4769,45.32,90,0,0.49,clear sky
41,Skibbereen,IE,51.55,-9.2667,53.4,89,31,5.17,scattered clouds
42,Neiafu,TO,-18.65,-173.9833,79.95,80,90,8.28,light rain
43,Norman Wells,CA,65.282,-126.8329,56.59,50,60,10.94,broken clouds
44,Ushuaia,AR,-54.8,-68.3,23.59,97,100,1.43,light snow
45,Gaoua,BF,10.2992,-3.2508,81.39,63,10,7.74,clear sky
46,Souillac,MU,-20.5167,57.5167,72.36,87,12,7.34,few clouds
47,Katsuura,JP,35.1333,140.3,73.24,68,7,14.58,clear sky
48,Mount Gambier,AU,-37.8333,140.7667,41.72,57,48,8.21,scattered clouds
49,Salalah,OM,17.0151,54.0924,80.44,83,93,9.62,overcast clouds
50,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.73,97,62,2.55,broken clouds
51,Terney,RU,45.0503,136.6092,43.63,92,100,2.44,overcast clouds
52,Aljezur,PT,37.3191,-8.8033,60.12,91,71,5.26,broken clouds
53,Trairi,BR,-3.2778,-39.2689,77.7,83,4,8.7,clear sky
54,Isiro,CD,2.7739,27.616,69.48,94,63,2.44,broken clouds
55,Vardo,NO,70.3705,31.1107,41.2,91,100,17.81,overcast clouds
56,Esperance,AU,-33.8667,121.9,55.24,84,86,26.73,light rain
57,Sao Joao Da Ponte,BR,-15.9292,-44.0078,71.51,38,5,3.38,light rain
58,Mar Del Plata,AR,-38.0023,-57.5575,49.12,56,74,3.0,broken clouds
59,Benguela,AO,-12.5763,13.4055,73.24,71,2,4.21,clear sky
60,Gordeyevka,RU,52.9569,31.9703,43.59,94,93,5.26,overcast clouds
61,Sambava,MG,-14.2667,50.1667,71.87,90,29,6.91,light rain
62,Margate,GB,51.3813,1.3862,53.31,83,4,4.0,clear sky
63,Antofagasta,CL,-23.65,-70.4,61.97,86,41,5.41,scattered clouds
64,Hithadhoo,MV,-0.6,73.0833,83.52,72,15,18.66,few clouds
65,Yeppoon,AU,-23.1333,150.7333,62.38,69,4,12.39,clear sky
66,Cape Town,ZA,-33.9258,18.4232,55.11,83,84,4.99,broken clouds
67,Hualmay,PE,-11.0964,-77.6139,65.93,86,56,9.37,broken clouds
68,Birao,CF,10.2849,22.7882,86.29,34,19,4.45,few clouds
69,Vaini,TO,-21.2,-175.2,73.56,83,90,6.91,moderate rain
70,Leh,IN,34.1667,77.5833,49.59,52,100,2.04,overcast clouds
71,Portland,US,45.5234,-122.6762,85.6,36,100,1.01,overcast clouds
72,Tuktoyaktuk,CA,69.4541,-133.0374,40.3,64,3,3.58,clear sky
73,Kodinsk,RU,58.6881,99.1844,41.09,91,97,0.49,overcast clouds
74,Hobart,AU,-42.8794,147.3294,42.12,92,20,1.01,few clouds
75,Tura,IN,25.5198,90.2201,72.88,96,87,3.89,overcast clouds
76,Asau,RO,46.4333,26.4,52.95,90,82,1.9,broken clouds
77,East London,ZA,-33.0153,27.9116,56.8,64,85,8.77,overcast clouds
78,Bethel,US,41.3712,-73.414,50.2,91,100,10.74,light rain
79,Pauini,BR,-7.7136,-66.9764,74.68,95,71,2.37,broken clouds
80,Trebukhiv,UA,50.4843,30.903,53.85,82,0,7.65,clear sky
81,Rio Grande,BR,-32.035,-52.0986,50.07,60,0,8.9,clear sky
82,Papara,BR,-3.9839,-38.7273,80.69,94,5,2.89,clear sky
83,Arraial Do Cabo,BR,-22.9661,-42.0278,73.36,88,99,12.26,overcast clouds
84,Kupang,ID,-10.1667,123.5833,75.78,78,20,4.61,few clouds
85,Bambous Virieux,MU,-20.3428,57.7575,72.21,82,31,8.28,scattered clouds
86,Bagli,IN,22.65,76.35,84.34,47,95,9.8,overcast clouds
87,Victoria,HK,22.2855,114.1577,86.97,89,100,1.01,overcast clouds
88,Newport,GB,51.5877,-2.9984,57.31,82,99,7.31,overcast clouds
89,Pinos,MX,22.3,-101.5667,70.79,45,72,17.54,broken clouds
90,Chuy,UY,-33.6971,-53.4616,44.76,72,4,6.82,clear sky
91,Waddan,LY,29.1614,16.139,77.49,32,27,9.71,scattered clouds
92,Ancud,CL,-41.8697,-73.8203,56.23,95,100,15.01,light rain
93,Weinan,CN,34.5036,109.5089,77.27,55,93,1.68,overcast clouds
94,Talcahuano,CL,-36.7167,-73.1167,53.78,79,99,4.03,overcast clouds
95,Albany,US,42.6001,-73.9662,48.16,93,100,5.59,moderate rain
96,Barrow,US,71.2906,-156.7887,33.82,75,90,12.66,overcast clouds
97,Saint-Vallier,FR,46.6411,4.3711,50.72,73,43,5.48,scattered clouds
98,Srandakan,ID,-7.9386,110.2506,60.73,89,61,3.91,broken clouds
99,Thompson,CA,55.7435,-97.8558,62.4,28,40,4.5,scattered clouds
100,Vilhena,BR,-12.7406,-60.1458,72.25,49,52,2.19,broken clouds
101,Mezen,RU,65.8522,44.24,37.63,76,98,7.72,overcast clouds
102,Konevo,RU,62.1215,39.3192,33.35,71,3,4.14,clear sky
103,Atambua,ID,-9.1061,124.8925,73.47,81,100,3.22,overcast clouds
104,Mandera,KE,3.9366,41.867,78.87,63,66,13.31,broken clouds
105,Hulan Ergi,CN,47.2042,123.6333,63.21,57,56,6.91,broken clouds
106,Gat,IL,31.61,34.7642,76.41,40,11,2.17,few clouds
107,Saint-Georges,GD,12.0564,-61.7485,79.2,81,100,15.66,overcast clouds
108,Vzmorye,RU,54.6961,20.2361,44.69,88,27,5.14,scattered clouds
109,Leningradskiy,RU,69.3833,178.4167,38.44,87,57,3.24,broken clouds
110,Baykit,RU,61.67,96.37,40.28,80,41,1.77,scattered clouds
111,Saint-Philippe,RE,-21.3585,55.7679,71.19,81,31,5.91,scattered clouds
112,Tallahassee,US,30.4383,-84.2807,86.0,41,0,7.02,clear sky
113,Montbrison,FR,45.6667,4.0833,58.86,84,60,2.42,broken clouds
114,Sangar,RU,63.9242,127.4739,52.75,55,0,3.47,clear sky
115,Pundaguitan,PH,6.3711,126.1689,78.94,85,100,12.84,moderate rain
116,Richards Bay,ZA,-28.783,32.0377,63.79,69,99,3.8,light rain
117,Kintampo,GH,8.0563,-1.7306,74.64,90,63,1.21,moderate rain
118,Pokosnoye,RU,55.5258,101.0536,36.0,99,100,4.47,light rain
119,Prince Rupert,CA,54.3161,-130.3201,55.49,88,90,9.22,light rain
120,Torbay,CA,47.6666,-52.7314,49.68,75,69,4.09,broken clouds
121,Arlit,NE,18.7369,7.3853,92.21,8,89,10.27,overcast clouds
122,Baraboo,US,43.4711,-89.7443,66.22,47,75,1.01,broken clouds
123,Gravelbourg,CA,49.8834,-106.5512,69.17,21,6,4.07,clear sky
124,Eureka,US,40.8021,-124.1637,67.12,68,98,8.01,overcast clouds
125,Clyde River,CA,70.4692,-68.5914,28.6,88,54,2.1,broken clouds
126,Yishui,CN,35.7847,118.6281,70.61,68,25,5.17,scattered clouds
127,Ixtapa,MX,20.7,-105.2,88.14,47,12,7.29,few clouds
128,Macamic,CA,48.7502,-78.9996,63.39,52,2,5.82,clear sky
129,Kattivakkam,IN,13.2167,80.3167,84.07,78,98,9.42,overcast clouds
130,Ushtobe,KZ,45.2514,77.9838,61.83,26,16,6.85,few clouds
131,Pascagoula,US,30.3658,-88.5561,84.25,51,0,0.43,clear sky
132,Bredasdorp,ZA,-34.5322,20.0403,52.16,78,83,3.49,broken clouds
133,Aykhal,RU,66.0,111.5,56.66,37,8,5.99,clear sky
134,Natal,BR,-5.795,-35.2094,76.77,85,24,7.05,few clouds
135,Klaksvik,FO,62.2266,-6.589,50.92,94,13,20.51,few clouds
136,Provideniya,RU,64.3833,-173.3,50.11,53,0,15.66,clear sky
137,Mount Isa,AU,-20.7333,139.5,64.17,45,3,5.75,clear sky
138,Mangai,CD,-4.05,19.5333,73.31,59,99,1.92,overcast clouds
139,Nicoya,CR,10.1483,-85.452,87.35,72,90,3.96,overcast clouds
140,Batagay,RU,67.6333,134.6333,47.19,85,100,4.47,overcast clouds
141,Sorong,ID,-0.8833,131.25,78.89,89,100,12.17,overcast clouds
142,Pacific Grove,US,36.6177,-121.9166,91.15,77,1,5.01,clear sky
143,Khed,IN,17.7167,73.3833,79.29,91,100,1.45,overcast clouds
144,Baghdad,IQ,33.3406,44.4009,88.38,16,22,12.24,few clouds
145,Kalga,RU,50.9251,118.898,51.94,82,100,2.75,overcast clouds
146,Hofn,IS,64.2539,-15.2082,46.15,99,100,15.5,overcast clouds
147,Beaverlodge,CA,55.2166,-119.4361,66.88,45,100,12.86,overcast clouds
148,Koumac,NC,-20.5667,164.2833,72.37,57,84,14.29,broken clouds
149,Srednekolymsk,RU,67.45,153.6833,63.86,26,10,11.48,clear sky
150,New Norfolk,AU,-42.7826,147.0587,41.76,87,48,2.75,scattered clouds
151,Kousseri,CM,12.0769,15.0306,91.38,18,10,5.55,clear sky
152,High Rock,BS,26.6208,-78.2833,82.42,71,39,9.17,scattered clouds
153,Cidreira,BR,-30.1811,-50.2056,51.03,56,23,6.91,few clouds
154,Lincoln,US,40.8,-96.667,63.84,77,75,0.0,broken clouds
155,Rakai,UG,-0.72,31.4839,60.8,89,52,3.22,broken clouds
156,Faanui,PF,-16.4833,-151.75,80.04,73,99,15.52,overcast clouds
157,Constitucion,CL,-35.3333,-72.4167,55.17,73,100,9.42,overcast clouds
158,Tiksi,RU,71.6872,128.8694,34.93,88,74,10.56,broken clouds
159,San Patricio,US,28.017,-97.5169,85.87,63,35,15.99,scattered clouds
160,Laibin,CN,23.7,109.2667,74.52,89,98,3.78,overcast clouds
161,Sidi Ali,DZ,36.0998,0.4206,68.23,69,99,2.95,overcast clouds
162,Iqaluit,CA,63.7506,-68.5145,38.7,80,100,5.99,overcast clouds
163,Husavik,IS,66.0449,-17.3389,53.15,62,89,17.6,overcast clouds
164,Chokurdakh,RU,70.6333,147.9167,63.16,28,14,12.57,few clouds
165,Khatanga,RU,71.9667,102.5,41.09,88,82,6.6,broken clouds
166,Bluff,NZ,-46.6,168.3333,49.8,90,100,21.88,overcast clouds
167,Vila Do Maio,CV,15.1333,-23.2167,74.19,85,99,17.2,overcast clouds
168,Fernley,US,39.608,-119.2518,87.91,10,63,6.02,broken clouds
169,Kavaratti,IN,10.5669,72.642,82.56,77,92,17.02,overcast clouds
170,Grindavik,IS,63.8424,-22.4338,44.56,87,40,15.7,scattered clouds
171,Jalu,LY,29.0331,21.5482,83.48,22,0,11.52,clear sky
172,Bucerias,MX,20.75,-105.3333,85.08,54,9,8.34,clear sky
173,Tocopilla,CL,-22.092,-70.1979,66.34,74,71,8.46,broken clouds
174,Palmeira,BR,-25.4294,-50.0064,56.93,99,100,1.01,overcast clouds
175,Ballina,AU,-28.8667,153.5667,59.77,76,74,12.62,broken clouds
176,Ribeira Grande,PT,38.5167,-28.7,64.09,85,77,7.49,broken clouds
177,Ciudad Bolivar,VE,8.1222,-63.5497,84.33,59,99,13.6,overcast clouds
178,Kokopo,PG,-4.352,152.2633,80.71,85,78,7.67,light rain
179,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.72,92,51,5.06,broken clouds
180,Codrington,AU,-38.2667,141.9667,43.45,60,3,10.67,clear sky
181,Balaguer,ES,41.7912,0.8109,67.68,76,65,6.04,broken clouds
182,Prabumulih,ID,-3.45,104.25,72.81,97,83,2.66,light rain
183,Chacabuco,AR,-34.6417,-60.4739,51.8,54,44,6.53,scattered clouds
184,Finnsnes,NO,69.2296,17.9811,45.21,90,100,13.89,light rain
185,Naze,JP,28.3667,129.4833,71.74,83,98,16.98,overcast clouds
186,Dauriya,RU,49.9333,116.8667,44.42,82,100,10.6,overcast clouds
187,Maunabo,PR,18.0072,-65.8993,82.71,83,13,10.58,few clouds
188,Sao Filipe,CV,14.8961,-24.4956,73.69,77,88,5.88,overcast clouds
189,Nichinan,JP,31.6,131.3667,71.44,68,28,5.21,scattered clouds
190,Dakar,SN,14.6937,-17.4441,74.28,89,96,13.27,overcast clouds
191,Preobrazheniye,RU,42.9019,133.9064,48.87,85,98,8.25,overcast clouds
192,Mareeba,AU,-17.0,145.4333,70.45,82,94,4.76,overcast clouds
193,Saint George,US,37.1041,-113.5841,97.27,10,1,1.99,clear sky
194,Sinnamary,GF,5.3833,-52.95,77.79,87,62,8.21,broken clouds
195,Paamiut,GL,61.994,-49.6678,35.28,90,35,18.54,scattered clouds
196,Talaya,RU,61.3833,152.75,43.7,59,100,7.85,overcast clouds
197,Lebu,CL,-37.6167,-73.65,54.1,93,100,9.55,overcast clouds
198,Biggar,GB,55.6167,-3.5167,56.71,93,5,3.42,clear sky
199,Mehriz,IR,31.5917,54.4318,79.3,12,0,1.21,clear sky
200,Bara,NG,10.3744,10.7288,85.48,47,78,5.14,broken clouds
201,Escanaba,US,45.7453,-87.0646,58.96,67,75,8.05,broken clouds
202,Namatanai,PG,-3.6667,152.4333,83.05,73,95,8.19,light rain
203,Yulara,AU,-25.2406,130.9889,54.39,36,92,5.59,overcast clouds
204,Kruisfontein,ZA,-34.0033,24.7314,54.88,77,100,5.28,overcast clouds
205,Keetmanshoop,NA,-26.5833,18.1333,59.22,34,18,5.06,few clouds
206,Ahipara,NZ,-35.1667,173.1667,59.25,84,70,21.27,broken clouds
207,Saldanha,ZA,-33.0117,17.9442,57.88,79,89,7.11,overcast clouds
208,Pontes E Lacerda,BR,-15.2261,-59.3353,77.22,49,43,1.14,scattered clouds
209,Merauke,ID,-8.4667,140.3333,78.26,78,88,13.15,overcast clouds
210,Hangu,CN,39.2489,117.7892,62.64,63,68,10.2,broken clouds
211,Tautira,PF,-17.7333,-149.15,82.42,74,92,16.13,overcast clouds
212,Farafangana,MG,-22.8167,47.8333,69.37,91,8,7.7,clear sky
213,Itarema,BR,-2.9248,-39.9167,78.58,79,1,12.55,clear sky
214,Oistins,BB,13.0667,-59.5333,79.99,77,91,18.39,overcast clouds
215,Kamenka,RU,51.3223,42.7678,56.43,96,68,10.89,broken clouds
216,Odweyne,SO,9.4092,45.064,74.8,50,9,6.91,clear sky
217,Cayenne,GF,4.9333,-52.3333,80.1,86,0,1.99,clear sky
218,Baherden,TM,38.4362,57.4316,92.44,15,4,12.1,clear sky
219,Iwanai,JP,42.9744,140.5089,48.42,81,84,6.62,broken clouds
220,Lusambo,CD,-4.9667,23.45,69.85,54,100,2.01,overcast clouds
221,Lorengau,PG,-2.0226,147.2712,81.81,83,100,10.04,light rain
222,Jiwani,PK,25.05,61.7417,84.29,86,0,10.11,clear sky
223,Tamandare,BR,-8.7597,-35.1047,75.6,88,85,6.02,light rain
224,Burnie,AU,-41.0667,145.9167,46.92,83,37,3.04,scattered clouds
225,At-Bashi,KG,41.1702,75.8106,51.48,75,55,1.19,broken clouds
226,Pisco,PE,-13.7,-76.2167,66.02,86,59,4.18,broken clouds
227,Nieuw Amsterdam,SR,5.8833,-55.0833,76.96,91,98,8.01,overcast clouds
228,Hay River,CA,60.8156,-115.7999,46.24,56,100,8.63,overcast clouds
229,Panjab,AF,34.388,67.0233,51.33,43,0,6.04,clear sky
230,Kashi,CN,39.4547,75.9797,71.53,28,71,4.14,broken clouds
231,Alofi,NU,-19.0595,-169.9187,80.49,77,68,12.12,light rain
232,Brokopondo,SR,4.75,-55.1667,77.47,89,80,6.53,broken clouds
